,substrate,effective_coupling_partner,catalyst_precursor,ligand,effective_reagents,product,solvent,time,temperature,volume (mL),substrate_mmol,coupling_partner_mmol,ligand_mmol,catalyst_mmol,reagent_mmol,analytical_yield,isolated_yield,DOI
0,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.0,0.015000001,0.0,73,,https://doi.org/10.1002/chem.201603436
1,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,PCy3,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,62,,https://doi.org/10.1002/chem.201603436
2,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,dcype,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,0,,https://doi.org/10.1002/chem.201603436
3,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,ItBu,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,76,,https://doi.org/10.1002/chem.201603436
4,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,ICy,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,66,,https://doi.org/10.1002/chem.201603436
5,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,IPr,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,72,,https://doi.org/10.1002/chem.201603436
6,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,IMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,72,,https://doi.org/10.1002/chem.201603436
7,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIPr,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,71,,https://doi.org/10.1002/chem.201603436
8,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,86,,https://doi.org/10.1002/chem.201603436
9,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,Et2O,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,70,,https://doi.org/10.1002/chem.201603436
10,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,THF,12h,rt,3.0,0.3,0.45000002,0.030000001,0.015000001,0.0,6,,https://doi.org/10.1002/chem.201603436
11,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.012,0.006,0.0,69,,https://doi.org/10.1002/chem.201603436
12,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.003,0.015000001,0.0,86,,https://doi.org/10.1002/chem.201603436
13,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.045,0.015000001,0.0,83,,https://doi.org/10.1002/chem.201603436
14,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.045,0.0225,0.0,86,,https://doi.org/10.1002/chem.201603436
15,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,92,,https://doi.org/10.1002/chem.201603436
16,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.060000002,0.030000001,0.0,93,,https://doi.org/10.1002/chem.201603436
17,COc1ccc2ccccc2c1,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,92.0,https://doi.org/10.1002/chem.201603436
18,COc1ccc2ccccc2c1,Cc1ccccc1[Li],Ni(cod)2,SIMes,,Cc1ccccc1c3ccc2ccccc2c3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,94.0,https://doi.org/10.1002/chem.201603436
19,COc1ccc2ccccc2c1,Cc1cc(C)c([Li])c(C)c1,Ni(cod)2,SIMes,,Cc3cc(C)c(c2ccc1ccccc1c2)c(C)c3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,72.0,https://doi.org/10.1002/chem.201603436
20,COc1ccc2ccccc2c1,CC(C)(C)c1ccc([Li])cc1,Ni(cod)2,SIMes,,CC(C)(C)c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,70°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,95.0,https://doi.org/10.1002/chem.201603436
21,COc1ccc2ccccc2c1,COc1ccc([Li])cc1,Ni(cod)2,SIMes,,COc3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,92.0,https://doi.org/10.1002/chem.201603436
22,COc1ccc2ccccc2c1,CC(C)(C)[Si](C)(C)Oc1ccc([Li])cc1,Ni(cod)2,SIMes,,CC(C)(C)[Si](C)(C)Oc3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,88.0,https://doi.org/10.1002/chem.201603436
23,COc1ccc2ccccc2c1,COCOc1ccccc1[Li],Ni(cod)2,SIMes,,COCOc1ccccc1c3ccc2ccccc2c3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,84.0,https://doi.org/10.1002/chem.201603436
24,COc1ccc2ccccc2c1,CN(C)c3ccc([Li])cc3,Ni(cod)2,SIMes,,CN(C)c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,90.0,https://doi.org/10.1002/chem.201603436
25,COc1ccc2ccccc2c1,[Li]c1cccc2ccccc12,Ni(cod)2,SIMes,,c4ccc3cc(c1cccc2ccccc12)ccc3c4,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,94.0,https://doi.org/10.1002/chem.201603436
26,COc1ccc2ccccc2c1,C[Si](C)(C)Oc3ccc([Li])cc3,Ni(cod)2,SIMes,,C[Si](C)(C)Oc3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,73.0,https://doi.org/10.1002/chem.201603436
27,COc1ccc2ccccc2c1,CC(C)(C)[Si](C)(C)Oc3cccc([Li])c3,Ni(cod)2,SIMes,,CC(C)(C)[Si](C)(C)Oc3cccc(c2ccc1ccccc1c2)c3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,72.0,https://doi.org/10.1002/chem.201603436
28,COc1ccc2ccccc2c1,Cn1cccc1[Li],Ni(cod)2,SIMes,,Cn1cccc1c3ccc2ccccc2c3,toluene,12h,70°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,73.0,https://doi.org/10.1002/chem.201603436
29,COc1ccc2ccccc2c1,Cn1c([Li])cc4ccccc41,Ni(cod)2,SIMes,,Cn1c(c2ccc3ccccc3c2)cc4ccccc41,toluene,12h,70°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,90.0,https://doi.org/10.1002/chem.201603436
30,COc1ccc2ccccc2c1,Cn4ccc3ccc([Li])cc34,Ni(cod)2,SIMes,,Cn1ccc2ccc(c3ccc4ccccc4c3)cc21,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,93.0,https://doi.org/10.1002/chem.201603436
31,COc1ccc2ccccc2c1,CCn5c1ccccc1c4ccc([Li])cc45,Ni(cod)2,SIMes,,CCn1c2ccccc2c3ccc(c4ccc5ccccc5c4)cc31,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,91.0,https://doi.org/10.1002/chem.201603436
32,COc1ccc2ccccc2c1,[Li]C=CCCCCCCCC,Ni(cod)2,SIMes,,CCCCCCCC/C=C/c1ccc2ccccc2c1,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,35.0,https://doi.org/10.1002/chem.201603436
33,COc1ccc2ccccc2c1,[Li]C1CCCCC=1,Ni(cod)2,SIMes,,C1=C(c2ccc3ccccc3c2)CCCC1,toluene,12h,70°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,85.0,https://doi.org/10.1002/chem.201603436
34,COc1ccc2ccccc2c1,[Li](C1CC1),Ni(cod)2,SIMes,,c1ccc2cc(C3CC3)ccc2c1,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,76.0,https://doi.org/10.1002/chem.201603436
35,COc1ccc2ccccc2c1,[Li]C,Ni(cod)2,SIMes,,Cc2ccc1ccccc1c2,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,88.0,https://doi.org/10.1002/chem.201603436
36,C[Si](C)(C)c2ccc1cc(OC)ccc1c2,[Li]c1ccccc1,Ni(cod)2,SIMes,,C[Si](C)(C)c3ccc2cc(c1ccccc1)ccc2c3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,92.0,https://doi.org/10.1002/chem.201603436
37,COc3ccc2cc(N1CCCCC1)ccc2c3,[Li]c1ccccc1,Ni(cod)2,SIMes,,c4ccc(c3ccc2cc(N1CCCCC1)ccc2c3)cc4,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,72.0,https://doi.org/10.1002/chem.201603436
38,Oc2ccc1ccc(OC)cc1c2,[Li]c1ccccc1,Ni(cod)2,SIMes,C[Li],Oc3ccc2ccc(c1ccccc1)cc2c3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.3,,89.0,https://doi.org/10.1002/chem.201603436
39,c2ccc1cccc(OC)c1c2,COc1ccc([Li])cc1,Ni(cod)2,SIMes,,COc3ccc(c1cccc2ccccc12)cc3,toluene,12h,50°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,90.0,https://doi.org/10.1002/chem.201603436
40,COc2ccc1ccc(OC)cc1c2,Cc1ccccc1[Li],Ni(cod)2,SIMes,,Cc1ccccc1c4ccc3ccc(c2c(C)cccc2)cc3c4,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,85.0,https://doi.org/10.1002/chem.201603436
41,COc1ccc(C)cc1,CN(C)c3ccc([Li])cc3,Ni(cod)2,SIMes,,Cc2ccc(c1ccc(N(C)C)cc1)cc2,toluene,12h,90°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,30.0,https://doi.org/10.1002/chem.201603436
42,COc1ccc([C@@H](C)N(C)C)cc1,Cc1ccccc1[Li],Ni(cod)2,SIMes,,Cc1ccccc1c2ccc([C@@H](C)N(C)C)cc2,toluene,12h,70°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,86.0,https://doi.org/10.1002/chem.201603436
43,COc1ccc([C@H](C)N(C)C)cc1,Cc1ccccc1[Li],Ni(cod)2,SIMes,,Cc1ccccc1c2ccc([C@H](C)N(C)C)cc2,toluene,12h,70°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,88.0,https://doi.org/10.1002/chem.201603436
44,COc1ccc(CO)cc1,Cc1ccccc1[Li],Ni(cod)2,SIMes,C[Li],Cc1ccccc1c2ccc(CO)cc2,toluene,12h,50°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.3,,85.0,https://doi.org/10.1002/chem.201603436
45,COc1ccc(CCO)cc1,Cc1ccccc1[Li],Ni(cod)2,SIMes,C[Li],Cc1ccccc1c2ccc(CCO)cc2,toluene,12h,50°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.3,,86.0,https://doi.org/10.1002/chem.201603436
46,COc2ccc1ncccc1c2,CN(C)c1ccc([Li])cc1,Ni(cod)2,SIMes,,CN(C)c3ccc(c2ccc1ncccc1c2)cc3,toluene,12h,50°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,51.0,https://doi.org/10.1002/chem.201603436
47,COc2ccc1c(ccn1C)c2,Cc1ccccc1[Li],Ni(cod)2,SIMes,,Cc1ccccc1c3ccc2c(ccn2C)c3,toluene,12h,90°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,40.0,https://doi.org/10.1002/chem.201603436
48,COc1ccc3c(c1)c2ccccc2n3C,Cc1ccccc1[Li],Ni(cod)2,SIMes,,Cc1ccccc1c2ccc4c(c2)c3ccccc3n4C,toluene,12h,90°C,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,,41.0,https://doi.org/10.1002/chem.201603436
49,CCOc2ccc1ccccc1c2,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,78,,https://doi.org/10.1002/chem.201603436
50,CC(C)Oc2ccc1ccccc1c2,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,77,,https://doi.org/10.1002/chem.201603436
51,C[Si](C)(C)Oc2ccc1ccccc1c2,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,0,,https://doi.org/10.1002/chem.201603436
52,CC(C)(C)[Si](C)(C)Oc2ccc1ccccc1c2,[Li]c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.45000002,0.030000001,0.030000001,0.0,71,,https://doi.org/10.1002/chem.201603436
53,C[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,Ni(cod)2,SIMes,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,60.0,https://doi.org/10.1002/chem.201603436
54,C[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,Ni(cod)2,PCy3,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,64.0,https://doi.org/10.1002/chem.201603436
55,CC[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,Ni(cod)2,PCy3,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,51.0,https://doi.org/10.1002/chem.201603436
56,CC(C)[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,Ni(cod)2,PCy3,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,53.0,https://doi.org/10.1002/chem.201603436
57,CC(C)(C)[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,Ni(cod)2,PCy3,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,50°C,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,65.0,https://doi.org/10.1002/chem.201603436
58,C[Si](C)(Oc2ccc1ccccc1c2)c3ccccc3,C[Zn](C)(C)([Li])([Li])c1ccccc1,Ni(cod)2,PCy3,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,61.0,https://doi.org/10.1002/chem.201603436
59,CC[Si](CC)(CC)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,Ni(cod)2,PCy3,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,54.0,https://doi.org/10.1002/chem.201603436
60,C=CC[Si](C)(C)Oc2ccc1ccccc1c2,C[Zn](C)(C)([Li])([Li])c1ccccc1,Ni(cod)2,PCy3,,c3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,0.0,https://doi.org/10.1002/chem.201603436
61,C[Si](C)(C)Oc2ccc1ccccc1c2,Cc1ccccc1[Zn](C)(C)(C)([Li])[Li],Ni(cod)2,PCy3,,Cc1ccccc1c3ccc2ccccc2c3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,32.0,https://doi.org/10.1002/chem.201603436
62,C[Si](C)(C)Oc2ccc1ccccc1c2,Cc1cccc([Zn](C)(C)(C)([Li])[Li])c1,Ni(cod)2,PCy3,,Cc3cccc(c2ccc1ccccc1c2)c3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,68.0,https://doi.org/10.1002/chem.201603436
63,C[Si](C)(C)Oc2ccc1ccccc1c2,Cc1ccc([Zn](C)(C)(C)([Li])[Li])cc1,Ni(cod)2,PCy3,,Cc3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,67.0,https://doi.org/10.1002/chem.201603436
64,C[Si](C)(C)Oc2ccc1ccccc1c2,COc1ccc([Zn](C)(C)(C)([Li])[Li])cc1,Ni(cod)2,PCy3,,COc3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,70.0,https://doi.org/10.1002/chem.201603436
65,C[Si](C)(C)Oc2ccc1ccccc1c2,COc1ccc([Zn](C)(C)(C)([Li])[Li])cc1,Ni(cod)2,PCy3,,COc3ccc(c2ccc1ccccc1c2)cc3,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,57.0,https://doi.org/10.1002/chem.201603436
66,C[Si](C)(C)Oc2ccc1ccccc1c2,CC(C)N(C(=O)c1ccc([Zn](C)(C)(C)([Li])[Li])cc1)C(C)C,Ni(cod)2,PCy3,,CC(C)N(C(=O)c3ccc(c2ccc1ccccc1c2)cc3)C(C)C,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,53.0,https://doi.org/10.1002/chem.201603436
67,C[Si](C)(C)Oc2ccc1ccccc1c2,c2ccc1ccccc1c2[Zn](C)(C)(C)([Li])([Li]),Ni(cod)2,PCy3,,c4ccc3cc(c1cccc2ccccc12)ccc3c4,toluene,12h,rt,3.0,0.3,0.90000004,0.030000001,0.015000001,0.0,,66.0,https://doi.org/10.1002/chem.201603436
68,COc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,92,88.0,https://doi.org/10.1021/acs.orglett.6b02656
69,COc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,0,0.0,https://doi.org/10.1021/acs.orglett.6b02656
70,COc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.0,0.010000001,0.0,0,0.0,https://doi.org/10.1021/acs.orglett.6b02656
71,COc2ccc1ccccc1c2,Cc1ccc(Br)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,0,0.0,https://doi.org/10.1021/acs.orglett.6b02656
72,COc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,IAd,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,65,,https://doi.org/10.1021/acs.orglett.6b02656
73,COc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,IMes,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,0,0.0,https://doi.org/10.1021/acs.orglett.6b02656
74,COc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,IPr,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,0,0.0,https://doi.org/10.1021/acs.orglett.6b02656
75,COc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,ICy,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,82,,https://doi.org/10.1021/acs.orglett.6b02656
76,COc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,SItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,87,,https://doi.org/10.1021/acs.orglett.6b02656
77,COc2ccc1ccccc1c2,Cc1ccc([Zn]Br)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,0,0.0,https://doi.org/10.1021/acs.orglett.6b02656
78,COc2ccc1ccccc1c2,Cc1ccc(Br)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,0,0.0,https://doi.org/10.1021/acs.orglett.6b02656
79,COc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,toluene,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,0,0.0,https://doi.org/10.1021/acs.orglett.6b02656
80,COc2ccc1ccccc1c2,Cc1ccc([Mg]Cl)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,92,88.0,https://doi.org/10.1021/acs.orglett.6b02656
81,COc2ccc1ccccc1c2,Cc1ccc([Mg]I)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,92,88.0,https://doi.org/10.1021/acs.orglett.6b02656
82,CC(C)Oc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,98,,https://doi.org/10.1021/acs.orglett.6b02656
83,CC(C)(C)C(=O)Oc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,79,,https://doi.org/10.1021/acs.orglett.6b02656
84,CN(C)C(=O)Oc2ccc1ccccc1c2,Cc1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,Cc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,94,,https://doi.org/10.1021/acs.orglett.6b02656
85,COc2ccc1ccccc1c2,c1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,c3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,87.0,https://doi.org/10.1021/acs.orglett.6b02656
86,COc2ccc1ccccc1c2,CC(C)c1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,C(C)(C)c3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,95.0,https://doi.org/10.1021/acs.orglett.6b02656
87,COc2ccc1ccccc1c2,CC(C)(C)c1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,C(C)(C)(C)c3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,96.0,https://doi.org/10.1021/acs.orglett.6b02656
88,COc2ccc1ccccc1c2,Cc1cc([Mg]Br)ccc1,Ni(cod)2,ItBu,,c3c(C)cc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,95.0,https://doi.org/10.1021/acs.orglett.6b02656
89,COc2ccc1ccccc1c2,Cc1c([Mg]Br)cccc1,Ni(cod)2,ItBu,,c3cc(C)c(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,58.0,https://doi.org/10.1021/acs.orglett.6b02656
90,COc2ccc1ccccc1c2,COc1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,COc3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,72.0,https://doi.org/10.1021/acs.orglett.6b02656
91,COc2ccc1ccccc1c2,CN(C)c1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,CN(C)c3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,85.0,https://doi.org/10.1021/acs.orglett.6b02656
92,COc2ccc1ccccc1c2,c1c(C)cc([Mg]Br)cc1(C),Ni(cod)2,ItBu,,c3c(C)cc(c2ccc1ccccc1c2)cc3(C),THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,96.0,https://doi.org/10.1021/acs.orglett.6b02656
93,COc2ccc1ccccc1c2,c1c(OC)cc([Mg]Br)cc1(OC),Ni(cod)2,ItBu,,c3c(OC)cc(c2ccc1ccccc1c2)cc3(OC),THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,81.0,https://doi.org/10.1021/acs.orglett.6b02656
94,COc2ccc1ccccc1c2,FC(F)(F)c1ccc([Mg]Br)cc1,Ni(cod)2,ItBu,,FC(F)(F)c3ccc(c2ccc1ccccc1c2)cc3,THF,24h,60°C,1.0,0.2,0.3,0.040000003,0.010000001,0.0,,0.0,https://doi.org/10.1021/acs.orglett.6b02656
